발화문,상황
그렇게 해놨으면은 자기가 빨리빨리 치워야지. 정말 매너가 없어.,disgust
배가 고프지도 않아. 이런 시국에 밥이라니. 한심하다.,sad
그렇지 않아도 말씀드렸어. 금방 치워놓겠지.,disgust
룸메이트랑 너무 자주 싸우는 것 같아.,anger
"약속 때마다 그러니깐 질린다, 질려.",anger
"청소를 너무 안 하니까, 내가 스트레스를 너무 많이 받아.",anger
"3년 내내 별로 싸운 것도 없고, 뭐 특별할 일도 없고, 그냥 권태기라고 생각했는데.",sad
한달 전에 얘기했었는데 아 지금 그냥 그대로야.,anger
소개팅으로 만났지. 마음이 너무 아파.,sad
딱히 서로 그렇게 크게 싸우거나 마음이 안맞는 일은 없었어.,sad
두 달이나 됏?아직도 마음이 많이 아프다.,sad
"혼자 사는 게 젤 편하겠지만, 내 형편 상 이 기숙사에서 나갈 수가 없어. 일단은 잘 지내봐야 될 것 같아.",anger
어제 저녁에 친구랑 같이 있었는데 정말 놀랬잖아.,fear
갑자기 지진이 생기는 바람에 사람들이 많이 넘어지고 친구가 발목을 다쳤어. 정말 놀랬어.,fear
으 화장실에 누가 토하고 안 치웠어.,disgust
나는 다치지 않아서 괜찮은데 친구가 발목을 다치고 사람들도 많이 넘어져서 다친 사람들도 많을거야.,fear
그래야지. 걱정해줘서 고마워 친구야.,fear
그래야겠어. 많이 놀랐지. 아 진짜 그 때 생각만 해도 아.,disgust
다행히도 그 정도는 아니야. 허리 삐끗해서 지금 입원해 있어.,anger
"술 매일 매일 술이야. 술 좀 그만 마시라니까. 말을 안 듣네 정말. 아니, 나이도 있고 하신데. 건강도 생각하셔야 되는데 정말 큰 일이다.",anger
가족끼리 매일 얘기하지. 아빠 건강도 생각해야 되니까. 그런데도 말을 안들어!,anger
일찍 퇴근하고 싶다.,sad
우리 아빠 어제 또 다치셨어.,anger
지금 벌써 한시간째야. 연락도 안 돼 지금. 이게 뭔 고생이야?,anger
아니. 지금 병원에 입원 중이셔.,anger
"아까부터 연락해봤지. 연락 계속 안돼, 지금.",anger
어. 생명엔 지장이 없으신데 허리를 크게 다치신 거 같아.,anger
예전부터 약속 잘 안지키로 유명했던 애야. 고등학교 친군데 정말 대단하다.,anger
일주일에 다섯번은 드시는 거 같애. 너무 자주 드시지?,anger
이야기는 많이 하지. 근데 잘 안 되시는 것 같아.,anger
나 면접 또 떨어졌어.,sad
얘기는 자주 해봤지. 약속 잘 지키라고. 그럴 때마다 알았다고 얘기는 하는데 막상 약속시간 되거나 하면은 약속 잘 안 지켜.,anger
부모님께 죄송해서 집에도 못가고 밖에 있어.,sad
퇴근한지 얼마나 됐다고 또 회사에서 전화 와.,anger
이게 마지막 희망이었는데 너무 우울하다.,sad
정말 다니고 싶지 않다. 왜 이렇게 일을 많이 시키니?,anger
아직 모르셔. 죄송해서 말씀도 못 드렸어.,sad
밥도 넘어가지 않아.,sad
어제 우리 키우던 강아지 해피가 떠났어.,sad
어. 지금 너무 힘들어서 이직도 생각 중이야.,anger
그래 고마워.,anger
룸메랑 너무 싸우게 돼.,anger
나이도 들고 면역력도 떨어져서 그런 것 같아. 갑자기 쓰러져서 병원 갔었었거든? 근데 병원에서 가망 없다 하더라고.,sad
"너무 더러워. 청소도 안 하고, 음식물 쓰레기도 아무 데나 버리고.",anger
지금 가족들 모두 다 상심이 크지. 그래도 가족처럼 그렇게 아끼던 강아지였는데.,sad
"한 달 전에 주의도 줘 봤지. 근데 그 때만 잠시고, 또 다시 돌아왔어.",anger
나 어제 정말 너무 무서웠어!,fear
고등학교 때부터 친구였어.,anger
어제 식당에 있는데 지진이 났잖아!,fear
아직 장례 못했어. 이렇게라도 데리고 있고 싶어서. 일단 장례는 가족들이랑 상의를 해봐야 될 것 같아.,sad
계약만 끝나면 따로 살고 싶어.,anger
응. 나는 괜찮아.,fear
"많이 허전하고 막 보고 싶고 생각나기도 하고. 아마 좋은 곳으로 갔을거야. 나도 그렇게 믿어. 그래, 고마워. 말이라도 그렇게 해줘서 고맙다.",sad
주위에 사람들은 막 넘어지고 나랑 같이 밥먹던 친구는 다리를 다쳤어.,fear
응. 아직 가슴이 두근두근 거려.,fear
바로 위 상사한테 혼났어. 상사가 뭘 하나 시켰는데 내가 제대로 못했거든.,sad
화장실에 누가 토를 하고 치우질 않았어.,disgust
어 그냥 그대로 있지.,disgust
어. 역겨워서 죽는 줄 알았어. 내가 토할 거 같더라.,disgust
응 그래야겠다. 고마워.,disgust
안 그래도 청소하는 아주머니께 말씀드렸어.,disgust
아 나 면접 또 떨어졌어.,sad
빠른 시일 내에 다른 데 또 이력서 내야지. 지금 집에서 다들 취업하라고 난리인데. 그래서 더 안되는 거 같아 급하게 서둘러서.,sad
아직 밥 생각 없는데 나중에 생각나면 먹을게.,sad
나 결국 차였어.,sad
남자친구한테 딴 사람이 생긴 것 같애.,sad
그냥 모임때나 만나는 가벼운 친구사이였어.,sad
차라리 그런 일이 있었으면 더 받아들이기 쉬웠을 텐데. 3년 동안 싸운 적도 없었어.,sad
벌써 두 달이 넘은 것 같네.,sad
아니 더럽게 얘가 음식물 쓰레기 같은 걸 막 아무데나 올려놓잖아!,anger
나 결국 헤어졌어.,sad
당연히 내봤지. 딱 그 때 뿐이야. 바뀌는게 없어.,anger
"권태기라고 해서 서로 시간을 갖고 있었는데, 결국 헤어졌어.",sad
고등학교 때 동창이야.,anger
보증금만 있으면 당연히 따로 살고 싶지.,anger
친구가 소개팅 해줬는데 잘 돼서 사귀게 됐어.,sad
그 동안 한 번도 싸운적 없어. 항상 좋기만 했단 말이야.,sad
이제 두 달 쯤 됐는데 아직도 계속 생각이 나.,sad
나 또 면접에서 탈락했어.,sad
룸메와 너무 자주 싸우게 돼.,anger
그냥 집 근처에 돌아다니고 있어.,sad
청소도 안하고 너무 더러워. 음식물 쓰레기를 막 아무데나 버려.,anger
이번 공채 마지막 면접이었어.,sad
한 번 뭐라고 했는데 그래도 변하지를 않아. 똑같아.,anger
원래 고등학교 때부터 친구였는데 그 때는 이정도 일줄은 몰랐어.,anger
너무 죄송해서 말씀도 못 드리겠더라.,sad
계속 안 고쳐지면 결국에는 따로 살아야 할 것 같아. 지금 같아서는 같이 못살겠어.,anger
하 이렇게 되니까 밥 생각도 안나.,sad
나는 잘하는게 하나도 없나봐.,sad
나 면접 떨어졌어.,sad
내가 밤 새서 만들어간 기획안이 엉망진창이래.,sad
지금 밖에 있는데 갈 곳도 없고 그냥 돌아다니고 있어.,sad
처음부터 다시 다 해야돼서 쉴 시간도 없어.,sad
이제 공채도 다 끝나서 지원할 곳도 없어. 어떻게 해야할지 모르겠어.,sad
오늘도 감기 약 먹고 야근해야 될 거 같은데. 퇴근은 무슨.,sad
부모님께는 너무 죄송해서 아직 말씀드리지 못했어.,sad
아냐. 다 내가 미숙해서 그런거지.,sad
배도 안 고프고 밥 생각도 없어. 지금 밥이 넘어갈 리가 없지.,sad
나는 잘하는 게 없나 봐.,sad
밤새서 준비한 기획안 때문에 혼났어. 전부 다시하래.,sad
쉬는 것도 너무 눈치 보여. 계속 일 해야지.,sad
오늘도 밤새야 할것 같은데 최대한 일찍 퇴근해봐야지.,sad
"노력하다보면 나도 잘 할 수 있겠지. 고마워, 위로해줘서.",sad
해피가 어제 세상을 떠났어.,sad
"갑자기 아파서 응급실 다녀오고 나서 조금 괜찮아졌는데, 갑자기 떠났어.",sad
가족들도 너무 슬퍼하고 있어. 15년동안 가족처럼 지내왔거든.,sad
장레는 다 치뤘어. 진짜 너무 슬프더라. 계속 눈물이 나서 죽는 줄 알았어.,sad
고마워. 아마 좋은 곳에서 행복하게 살 거야.,sad
약속이 있어서 친구 기다리고 있는데 아직 안왔어.,anger
한시간이나 넘게 기다렸는데 아직도 안 와. 기다리다 지쳐 쓰러질 것 같아.,anger
"전화를 했는데, 받지를 않아. 왜 전화도 안 받을까?",anger
엄청 자주 그래. 예전부터 약속 안 지키는 걸로 유명했어.,anger
이야기 해봤지. 이야기를 해도 아무 소용이 없어. 변하지를 않아.,anger
우리 아빠 어제 또 다쳤어.,anger
술 드시고 계단에서 넘어져서 허리를 다쳤어.,anger
그 정도는 아니야. 그냥 며칠 입원만 하면 된대.,anger
일주일에 5일은 드시는 것 같아. 아무리 말을 해도 술을 끊지를 않아.,anger
이야기는 해봤는데 어떻게 해야할지 모르겠어. 정말 힘들어.,anger
퇴근한지 얼마나 됐다고 회사에서 또 전화왔어.,anger
모르겠어. 나한테만 일을 몰아서 주는 것 같아. 정말 힘들어.,anger
고민은 해봤는데 현실적으로 조금은 힘들 것 같아.,anger
회사 사람들이랑은 안 친해. 나 왕따인가?,anger
고마워. 자주 연락할게. 너라도 있어서 참 다행이야.,anger
어제 저녁에 진짜 무서웠어.,fear
"지진 났었잖아. 어제 사람들 막 넘어지고, 난리도 아니었어.",fear
지금은 괜찮기는 한데 놀란 마음이 진정이 안 돼.,fear
진짜 대처 요령은 미리 공부해야 할 것 같아. 어제 친구가 발목을 다쳤어.,fear
걱정해줘서 고마워. 아프면 바로 병원 가 볼게.,fear
화장실에 누가 토하고 안 치웠어.,disgust
지금도 그대로 있어. 냄새나고 너무 더러워.,disgust
진짜 깜짝 놀랐어. 사람들이 왜 이렇게 매너가 없을까?,disgust
진짜 물이라도 마시고 마음을 좀 진정해야할 것 같아.,disgust
그래야겠어. 내가 지금 가서 말씀 드리고 올게.,disgust
고등학교 때 만났지. 참 어릴 때 만났지.,sad
이제 한 달 된 거 같아. 착잡하다.,sad
평소에 잘 싸우지도 않았는데 여자친구가 갑자기 시간을 좀 갖자고 하더라고.,sad
아니야. 평소에는 잘 싸우지도 않았단 말이야.,sad
"헤어진 지 한 한 달 정도 됐는데, 지금 너무 힘들다, 나 지금.",sad
"으, 화장실에 누가 토하고 안 치웠어!",disgust
어 그대로 있더라. 지나가는 사람 다들 찡그리는 거 있지?,disgust
당연히 나도 놀랐지. 순간 밟을 뻔 했잖아.,disgust
응. 좀 진정되게 따뜻한 물좀 마셔야겠다 진짜.,disgust
그래. 내가 그래서 화장실에서 나오면서 1층에 경비실에 아저씨한테 얘기하고 왔잖아.,disgust
어제 저녁에 진짜 나 무서웠어.,fear
"글쎄 말이야, 어제 저녁에 식당에서 밥을 먹는데, 지진이 난 거 있지?",fear
"응. 이렇게 지진 날 때는 미리 알아둔 대처 요령이 쓸데가 있더라. 음, 같이 있던 사람들도 그다지 많이 다치지 않았는데 친구 다쳐서 조금 마음은 편치 않아.",fear
퇴근한지 얼마나 됐다고 회사에서 연락 또 왔어!,anger
일이 너무 많아. 하나 일 끝내잖아? 또 일이야. 하 퇴근할 때는 좀 쉬어야 되는데. 금방 봐봐. 전화 온 거.,anger
"있긴 있지. 나랑 친한 노 이사님. 근데, 일 많다고 얘기하면 어떻게 도움이 될지 모르겠어?",anger
약속이 있어 친구 기다리고 있는데 정말 안오네.,anger
"기다린 지 한 한 시간 정도 돼간다. 아. 고등학교 때부터 안 친군데, 약속 때마다 이렇게 늦어.",anger
연락은 출발할 때부터 연락했지. 근데 안오네.,anger
자주 그래. 습 하. 얠 계속 만날지 좀 생각을 해봐야 되겠어.,anger
"얘기해 본 적은 있는데, 그 때만 그 때지! 다음 번에 또 만날 땐, 약속 또 시간을 늦게 또 오드라고.",anger
나 결국 헤어졌어.,sad
3년동안 사겼는데 권태기인 것 같아서 헤어지자고 했다? 근데 진짜 헤어지자는 거야.,sad
나 결국 헤어졌다.,sad
그 사람한테 다른 여자 생겼나 봐.,sad
"3년 동안 싸운 적 거의 없었어. 잘 지냈다구. 하. 우리 지금 헤어진 지 두 달 됐거든? 주변 친구들한테 들었는데, 딴 사람이 생긴 거 같다는 거야.",sad
친구가 소개시켜줬어.,sad
아니. 전혀 없었어. 싸운 적 한 번도 없었거든.,sad
이제 한 이 주 정도 됐나.,sad
너무 자주 싸우게 돼.,anger
"아. 룸메이트랑 싸우는 것도 이제 지친다, 지쳐.",anger
얘가 너무 안치워! 너무 어질러 놔. 처음 살 때부터 그랬다니까?,anger
"내 봤지. 한 달 전에 크게 주의도 줬어. 근데, 또, 또, 먹은 걸 갖다가 안 치우는 거 있지?",anger
걔 너무 청소를 안해. 너무 지저분해.,anger
"조금 참아보고, 그 때도 다시 얘기해서 안 되면 갈라서야지.",anger
"어. 한달 전에 얘기해봤는데, 그때 잠깐 잘하고는 다시 도로 돌아왔어.",anger
해피가 어제 세상을 떠났어.,sad
그러게. 진지하게 한 번 생각해봐야겠어.,anger
"괜찮으셔. 근데 내가 너무 마음이 아, 슬프다!",sad
마음 잘 추스르고 있어. 장례는 우리랑 잘 지냈던 개이기 때문에 치뤄줬지.,sad
그냥 바람 쐬려고 혼자 걷고 있어.,sad
이번 시즌은 다 끝나서 다음 시즌에 준비해야지.,sad
나 결국 헤어졌어.,sad
갑자기 헤어지재. 다른 여자가 생긴 것 같아.,sad
아니. 얼마나 잘해줬는데. 자상하고.,sad
지금 두 달 정도 됐어. 그런데 아직도 너무 힘들어. 잊혀지질 않네.,sad
룸메이트랑 이제 정말 못 살겠어!,anger
난 진짜 잘하는 게 하나도 없나봐.,sad
청소를 너무 안해. 어떻게 저렇게 안 치울 수 있지? 너무 지저분해!,anger
밤 새서 기획안 작성해 갔는데 처음부터 다시 써오래.,sad
"고등학교 동창이었어. 알잖아, 나 깔끔한거. 나 지저분한 애랑은 정말 못 살아!",anger
감기 기운 있어서 찬바람 쐬면 안될 거 같아.,sad
응. 오늘 얘기할려고. 너랑 도저히 못살겠다고. 따로 살려구.,anger
응. 기획안 작성해야 돼서 아마 야근해야될듯.,sad
아니야. 다 내 잘못같아. 상사가 하는 말중에 틀린 말이 하나도 없더라.,sad
나 면접 또 떨어졌어.,sad
우리 해피 어제 죽었어.,sad
합격할때까지 계속 준비해야지. 그런데 힘이 안나네.,sad
"그저께 갑자기 의식이 없어서 응급실 갔었거든. 어제 밥도 먹고 좀 괜찮아지나 싶었는데, 결국 그렇게 됐어.",sad
"부모님한테는 말씀도 못 드렸어. 또 실망하실까 봐. 벌써 몇 번째니, 이게.",sad
다들 너무 슬퍼하지. 15년을 같이 살았는데.,sad
"아니, 아직. 정신이 없어서 아직 못했어.",sad
응. 그렇게 말해줘서 고마워.,sad
"아. 친구랑 약속 있어서 나와 있는데, 친구가 안 와.",anger
방금 퇴근하고 왔는데 회사에서 전화가 또 왔어.,anger
"한 시간도 넘었어, 지금.",anger
연락이 안돼서 이러지도 못하고 저러지도 못하고 있어.,anger
계속 나한테만 일을 주니까 매일매일 다니기 싫은 마음이 들어.,anger
어. 매번 늦어. 버릇이야.,anger
"아니, 항상 그냥 참고 넘어갔지.",anger
우리 아빠 또 다치셨다.,anger
응 병원에 입원하셨는데 그 정도로 심각한건 아니고.,anger
어. 일주일에 5일을 드셔.,anger
얘기 많이 해봤지. 처음엔 가족들도 다 걱정돼서 얘기했는데 어우 이제는 포기상태야.,anger
힘들 때마다 너한테 이야기할게.,anger
